q(MeV) 1s_{1/2} 2s_{1/2} 2p_{1/2} 2p_{3/2} 3s_{1/2} 3p_{1/2} 3p_{3/2} 3d_{3/2} 3d_{5/2} 4s_{1/2} 4p_{1/2} 4p_{3/2} 4d_{3/2} 4d_{5/2} 5s_{1/2} 5p_{1/2} 5p_{3/2} Sum
0.799966 3.00527e-06 3.74212e-07 1.82969e-08 2.97009e-08 7.4022e-08 3.89323e-09 6.42338e-09 2.6097e-11 5.43833e-11 1.51661e-08 7.30029e-10 1.20911e-09 4.53101e-12 9.33421e-12 1.95229e-09 6.54655e-11 1.04301e-10 3.53114e-06
0.803455 2.92759e-06 3.64397e-07 1.76546e-08 2.86352e-08 7.20772e-08 3.75584e-09 6.19155e-09 2.48673e-11 5.1949e-11 1.47701e-08 7.04304e-10 1.16549e-09 4.24737e-12 8.81209e-12 1.90315e-09 6.30902e-11 1.00358e-10 3.4391e-06
0.806959 2.85173e-06 3.54906e-07 1.70283e-08 2.75953e-08 7.01969e-08 3.62187e-09 5.9652e-09 2.38697e-11 4.99277e-11 1.43891e-08 6.79536e-10 1.12345e-09 3.86268e-12 8.11778e-12 1.85322e-09 6.07381e-11 9.65075e-11 3.34933e-06
0.810479 2.77784e-06 3.45572e-07 1.64297e-08 2.66039e-08 6.83493e-08 3.49353e-09 5.74884e-09 2.27399e-11 4.76785e-11 1.40128e-08 6.55748e-10 1.08307e-09 3.7349e-12 7.85012e-12 1.80511e-09 5.88686e-11 9.34841e-11 3.26183e-06
0.814014 2.70569e-06 3.36548e-07 1.58459e-08 2.56359e-08 6.6565e-08 3.36837e-09 5.53751e-09 2.17649e-11 4.57054e-11 1.36469e-08 6.33375e-10 1.04533e-09 3.47755e-12 7.37089e-12 1.7593e-09 5.66958e-11 8.99254e-11 3.1765e-06
0.817564 2.63533e-06 3.27749e-07 1.5283e-08 2.47037e-08 6.48275e-08 3.24743e-09 5.33347e-09 2.08055e-11 4.37601e-11 1.32905e-08 6.10857e-10 1.00706e-09 3.30701e-12 7.01889e-12 1.71242e-09 5.47484e-11 8.67531e-11 3.09331e-06
0.82113 2.56681e-06 3.19098e-07 1.4745e-08 2.38149e-08 6.31203e-08 3.13203e-09 5.13935e-09 1.97014e-11 4.15654e-11 1.29384e-08 5.89444e-10 9.70977e-10 3.20972e-12 6.81283e-12 1.66885e-09 5.28568e-11 8.36642e-11 3.01223e-06
0.824711 2.4999e-06 3.10734e-07 1.42209e-08 2.29482e-08 6.1472e-08 3.01994e-09 4.95068e-09 1.87478e-11 3.96396e-11 1.26019e-08 5.68385e-10 9.35321e-10 2.98725e-12 6.37715e-12 1.62388e-09 5.09328e-11 8.05414e-11 2.93318e-06
0.828308 2.43476e-06 3.02512e-07 1.37191e-08 2.21204e-08 5.98506e-08 2.91318e-09 4.77157e-09 1.76672e-11 3.75014e-11 1.22671e-08 5.48553e-10 9.02024e-10 3.00087e-12 6.36632e-12 1.58272e-09 4.91642e-11 7.76579e-11 2.85614e-06
0.831921 2.37115e-06 2.94564e-07 1.3231e-08 2.13147e-08 5.82844e-08 2.80951e-09 4.59757e-09 1.67486e-11 3.56568e-11 1.19459e-08 5.29293e-10 8.69609e-10 2.73003e-12 5.85962e-12 1.5402e-09 4.74193e-11 7.48622e-11 2.78102e-06
0.835549 2.30914e-06 2.86816e-07 1.276e-08 2.05379e-08 5.67553e-08 2.70992e-09 4.43074e-09 1.5879e-11 3.39163e-11 1.16284e-08 5.10328e-10 8.3773e-10 2.70115e-12 5.78267e-12 1.50105e-09 4.57508e-11 7.21376e-11 2.7078e-06
0.839193 2.24877e-06 2.79199e-07 1.23094e-08 1.97967e-08 5.52522e-08 2.61452e-09 4.27136e-09 1.49232e-11 3.20307e-11 1.13223e-08 4.91862e-10 8.06623e-10 2.63248e-12 5.58411e-12 1.46041e-09 4.4077e-11 6.94416e-11 2.63646e-06
0.842853 2.18982e-06 2.71838e-07 1.18709e-08 1.90745e-08 5.37966e-08 2.5222e-09 4.11714e-09 1.41718e-11 3.05228e-11 1.10242e-08 4.7387e-10 7.76355e-10 2.557e-12 5.42263e-12 1.42335e-09 4.24878e-11 6.68327e-11 2.5669e-06
0.846529 2.13236e-06 2.64663e-07 1.14477e-08 1.83783e-08 5.23773e-08 2.43314e-09 3.96848e-09 1.34602e-11 2.90953e-11 1.0739e-08 4.56731e-10 7.47451e-10 2.28619e-12 4.91882e-12 1.38538e-09 4.104e-11 6.45087e-11 2.49911e-06
0.850221 2.07643e-06 2.57612e-07 1.10424e-08 1.77131e-08 5.09808e-08 2.34745e-09 3.82569e-09 1.2715e-11 2.76087e-11 1.0453e-08 4.41211e-10 7.21682e-10 2.12062e-12 4.62533e-12 1.34996e-09 3.95633e-11 6.21381e-11 2.43307e-06
0.853929 2.02183e-06 2.50798e-07 1.06485e-08 1.70661e-08 4.96302e-08 2.26408e-09 3.68665e-09 1.21404e-11 2.64346e-11 1.01783e-08 4.254e-10 6.95066e-10 2.01681e-12 4.40966e-12 1.31388e-09 3.82127e-11 5.99507e-11 2.36868e-06
0.857654 1.96869e-06 2.441e-07 1.02712e-08 1.64481e-08 4.8305e-08 2.18414e-09 3.55362e-09 1.14386e-11 2.50334e-11 9.90516e-09 4.10949e-10 6.71117e-10 1.93061e-12 4.22432e-12 1.27925e-09 3.68404e-11 5.77701e-11 2.30596e-06
0.861394 1.91681e-06 2.37629e-07 9.9045e-09 1.58468e-08 4.70228e-08 2.10627e-09 3.4239e-09 1.09226e-11 2.39726e-11 9.6423e-09 3.95654e-10 6.45321e-10 1.89871e-12 4.13632e-12 1.24582e-09 3.55469e-11 5.56475e-11 2.24481e-06
0.865151 1.86625e-06 2.31323e-07 9.55074e-09 1.52672e-08 4.5774e-08 2.03116e-09 3.29885e-09 1.04293e-11 2.29544e-11 9.39019e-09 3.81496e-10 6.21589e-10 1.88595e-12 4.05256e-12 1.21271e-09 3.42731e-11 5.36213e-11 2.18522e-06
0.868925 1.81705e-06 2.25126e-07 9.21171e-09 1.47133e-08 4.45476e-08 1.95927e-09 3.17947e-09 9.86032e-12 2.17977e-11 9.1394e-09 3.68027e-10 5.9915e-10 1.68449e-12 3.70076e-12 1.18125e-09 3.30328e-11 5.15986e-11 2.1272e-06
0.872714 1.76902e-06 2.19139e-07 8.88244e-09 1.41748e-08 4.3363e-08 1.88897e-09 3.06243e-09 9.45533e-12 2.09307e-11 8.90015e-09 3.54978e-10 5.77251e-10 1.51679e-12 3.38e-12 1.14995e-09 3.19156e-11 4.9803e-11 2.07063e-06
0.876521 1.72221e-06 2.13306e-07 8.56478e-09 1.36556e-08 4.22098e-08 1.82125e-09 2.94976e-09 9.03694e-12 2.00402e-11 8.6627e-09 3.43301e-10 5.58006e-10 1.40853e-12 3.17388e-12 1.11951e-09 3.08292e-11 4.81015e-11 2.01551e-06
0.880343 1.67668e-06 2.07576e-07 8.25999e-09 1.31589e-08 4.10777e-08 1.75645e-09 2.84231e-09 8.50996e-12 1.89585e-11 8.42672e-09 3.31138e-10 5.37797e-10 1.45198e-12 3.22453e-12 1.08939e-09 2.97837e-11 4.64283e-11 1.96184e-06
0.884183 1.63222e-06 2.02039e-07 7.96423e-09 1.26763e-08 3.99838e-08 1.69412e-09 2.73896e-09 8.0549e-12 1.80214e-11 8.20216e-09 3.19439e-10 5.18336e-10 1.3044e-12 2.94854e-12 1.05991e-09 2.86967e-11 4.46895e-11 1.90952e-06
0.888039 1.5889e-06 1.96645e-07 7.67904e-09 1.22114e-08 3.8918e-08 1.63394e-09 2.63932e-09 7.60511e-12 1.70992e-11 7.9808e-09 3.08034e-10 4.99458e-10 1.3819e-12 3.05537e-12 1.0321e-09 2.76233e-11 4.29695e-11 1.85855e-06
0.891912 1.54678e-06 1.91345e-07 7.40548e-09 1.17668e-08 3.78699e-08 1.57636e-09 2.54435e-09 7.12081e-12 1.61188e-11 7.76621e-09 2.96368e-10 4.7997e-10 1.2867e-12 2.86754e-12 1.00471e-09 2.66324e-11 4.137e-11 1.80893e-06
0.895802 1.50565e-06 1.86227e-07 7.14007e-09 1.13349e-08 3.6856e-08 1.52057e-09 2.45224e-09 6.76682e-12 1.53813e-11 7.56267e-09 2.85737e-10 4.62272e-10 1.22757e-12 2.72382e-12 9.78063e-10 2.5647e-11 3.97891e-11 1.76056e-06
0.899709 1.46557e-06 1.8124e-07 6.88406e-09 1.09186e-08 3.58679e-08 1.46663e-09 2.3632e-09 6.4453e-12 1.47009e-11 7.36044e-09 2.75907e-10 4.46083e-10 1.13329e-12 2.55029e-12 9.5244e-10 2.47323e-11 3.83309e-11 1.71344e-06
0.903633 1.42661e-06 1.76343e-07 6.63835e-09 1.05203e-08 3.4897e-08 1.41476e-09 2.27783e-09 6.08481e-12 1.39481e-11 7.162e-09 2.66091e-10 4.29832e-10 1.013e-12 2.33143e-12 9.26738e-10 2.38996e-11 3.70184e-11 1.66757e-06
0.907575 1.38857e-06 1.71613e-07 6.40007e-09 1.01335e-08 3.39579e-08 1.36462e-09 2.19521e-09 5.81578e-12 1.33717e-11 6.97014e-09 2.57075e-10 4.14991e-10 9.29207e-13 2.16464e-12 9.01755e-10 2.30691e-11 3.57101e-11 1.62286e-06
0.911533 1.35151e-06 1.67006e-07 6.17034e-09 9.76086e-09 3.30445e-08 1.31605e-09 2.11524e-09 5.53406e-12 1.2771e-11 6.78002e-09 2.48262e-10 4.00549e-10 9.44178e-13 2.1738e-12 8.77344e-10 2.22842e-11 3.44882e-11 1.5793e-06
0.915508 1.31548e-06 1.62482e-07 5.94973e-09 9.40422e-09 3.2147e-08 1.26952e-09 2.03896e-09 5.21118e-12 1.20974e-11 6.59381e-09 2.39022e-10 3.85279e-10 9.19766e-13 2.11902e-12 8.53412e-10 2.15068e-11 3.32593e-11 1.53692e-06
0.919501 1.28031e-06 1.58112e-07 5.73605e-09 9.05828e-09 3.12795e-08 1.22445e-09 1.96501e-09 4.97919e-12 1.15972e-11 6.41708e-09 2.30118e-10 3.70507e-10 9.26906e-13 2.09727e-12 8.30467e-10 2.07272e-11 3.20166e-11 1.4956e-06
0.923512 1.24604e-06 1.53856e-07 5.52998e-09 8.72493e-09 3.04331e-08 1.18092e-09 1.89366e-09 4.79582e-12 1.11886e-11 6.24497e-09 2.21787e-10 3.56765e-10 1.07207e-12 2.29811e-12 8.08849e-10 1.99948e-11 3.08526e-11 1.45536e-06
0.927539 1.21274e-06 1.49677e-07 5.33195e-09 8.40571e-09 2.96014e-08 1.13886e-09 1.82489e-09 4.60712e-12 1.07651e-11 6.07615e-09 2.13672e-10 3.43397e-10 8.84377e-13 1.98164e-12 7.87344e-10 1.92298e-11 2.9626e-11 1.41621e-06
0.931585 1.18023e-06 1.45641e-07 5.14033e-09 8.0963e-09 2.87985e-08 1.09789e-09 1.75771e-09 4.49016e-12 1.04746e-11 5.9144e-09 2.05988e-10 3.30693e-10 7.30225e-13 1.712e-12 7.66009e-10 1.85043e-11 2.84735e-11 1.37804e-06
0.935648 1.14856e-06 1.4171e-07 4.95554e-09 7.79819e-09 2.80176e-08 1.05809e-09 1.69237e-09 4.37741e-12 1.01898e-11 5.75615e-09 1.98951e-10 3.19109e-10 6.70268e-13 1.58788e-12 7.45125e-10 1.79196e-11 2.75694e-11 1.34087e-06
0.939729 1.11779e-06 1.37852e-07 4.77784e-09 7.51255e-09 2.72524e-08 1.01969e-09 1.62946e-09 4.20831e-12 9.79766e-12 5.59788e-09 1.92106e-10 3.07927e-10 6.50909e-13 1.5444e-12 7.25325e-10 1.73406e-11 2.66603e-11 1.30472e-06
0.943827 1.08774e-06 1.34125e-07 4.60603e-09 7.23589e-09 2.65147e-08 9.82662e-10 1.56874e-09 4.05305e-12 9.43647e-12 5.44463e-09 1.85333e-10 2.96871e-10 6.61831e-13 1.55241e-12 7.05908e-10 1.66432e-11 2.5543e-11 1.26947e-06
0.947944 1.05848e-06 1.30496e-07 4.44037e-09 6.96937e-09 2.57971e-08 9.4703e-10 1.5104e-09 3.87864e-12 9.04595e-12 5.29629e-09 1.78657e-10 2.85919e-10 6.32724e-13 1.48526e-12 6.86104e-10 1.60772e-11 2.46745e-11 1.23514e-06
0.952078 1.03005e-06 1.26934e-07 4.28091e-09 6.71378e-09 2.50924e-08 9.12918e-10 1.45481e-09 3.66376e-12 8.58539e-12 5.15046e-09 1.7207e-10 2.7512e-10 6.38493e-13 1.47995e-12 6.67428e-10 1.55141e-11 2.37866e-11 1.20176e-06
0.95623 1.0023e-06 1.23493e-07 4.12689e-09 6.46644e-09 2.44116e-08 8.80045e-10 1.40118e-09 3.50397e-12 8.23066e-12 5.01e-09 1.65704e-10 2.64713e-10 7.0247e-13 1.57109e-12 6.49923e-10 1.48852e-11 2.27835e-11 1.16922e-06
0.960401 9.7527e-07 1.20143e-07 3.97837e-09 6.22814e-09 2.37477e-08 8.48412e-10 1.34968e-09 3.37365e-12 7.93118e-12 4.87554e-09 1.59425e-10 2.5437e-10 5.91034e-13 1.36932e-12 6.31973e-10 1.43412e-11 2.19362e-11 1.13754e-06
0.96459 9.49017e-07 1.16856e-07 3.83517e-09 5.99919e-09 2.30961e-08 8.17998e-10 1.30031e-09 3.21744e-12 7.58452e-12 4.74334e-09 1.53518e-10 2.44681e-10 5.40944e-13 1.27292e-12 6.15254e-10 1.38669e-11 2.1189e-11 1.10673e-06
0.968797 9.23383e-07 1.1368e-07 3.69708e-09 5.77803e-09 2.24661e-08 7.88269e-10 1.25188e-09 3.13356e-12 7.37132e-12 4.6156e-09 1.48205e-10 2.36042e-10 5.33989e-13 1.24179e-12 5.9875e-10 1.33149e-11 2.03208e-11 1.07669e-06
0.973022 8.98422e-07 1.10588e-07 3.56393e-09 5.56497e-09 2.18537e-08 7.59498e-10 1.20499e-09 3.041e-12 7.14125e-12 4.49094e-09 1.4275e-10 2.27049e-10 4.9399e-13 1.15808e-12 5.82342e-10 1.28795e-11 1.96381e-11 1.04745e-06
0.977266 8.74117e-07 1.07577e-07 3.43564e-09 5.35995e-09 2.12583e-08 7.3162e-10 1.15954e-09 2.9443e-12 6.90278e-12 4.36848e-09 1.3783e-10 2.1909e-10 4.43641e-13 1.06873e-12 5.67012e-10 1.23929e-11 1.88641e-11 1.01897e-06
0.981528 8.50516e-07 1.04625e-07 3.31188e-09 5.16286e-09 2.06753e-08 7.04759e-10 1.11589e-09 2.79631e-12 6.56927e-12 4.24895e-09 1.3296e-10 2.11155e-10 4.73819e-13 1.09433e-12 5.5093e-10 1.19819e-11 1.82363e-11 9.91297e-07
0.985809 8.27472e-07 1.01772e-07 3.19252e-09 4.97237e-09 2.01127e-08 6.78952e-10 1.07392e-09 2.66436e-12 6.27071e-12 4.13106e-09 1.28281e-10 2.03598e-10 4.74078e-13 1.09556e-12 5.36333e-10 1.15687e-11 1.7598e-11 9.64314e-07
0.990108 8.05035e-07 9.89954e-08 3.07726e-09 4.78853e-09 1.95654e-08 6.54377e-10 1.03406e-09 2.51626e-12 5.94682e-12 4.01801e-09 1.23597e-10 1.95965e-10 4.16238e-13 9.86112e-13 5.21266e-10 1.11204e-11 1.68935e-11 9.38046e-07
0.994427 7.83252e-07 9.62726e-08 2.96621e-09 4.61217e-09 1.90283e-08 6.30632e-10 9.95722e-10 2.36931e-12 5.62105e-12 3.90663e-09 1.18867e-10 1.88276e-10 4.13324e-13 9.75191e-13 5.07264e-10 1.07264e-11 1.62794e-11 9.12515e-07
0.998764 7.61983e-07 9.36413e-08 2.8592e-09 4.44185e-09 1.85089e-08 6.07889e-10 9.59001e-10 2.26686e-12 5.38025e-12 3.80142e-09 1.14453e-10 1.81092e-10 3.64543e-13 8.76912e-13 4.93304e-10 1.03047e-11 1.56202e-11 8.87626e-07
1.00312 7.41275e-07 9.10798e-08 2.75602e-09 4.27775e-09 1.80026e-08 5.85885e-10 9.23491e-10 2.18118e-12 5.17227e-12 3.69685e-09 1.10271e-10 1.74335e-10 3.86564e-13 9.12545e-13 4.8017e-10 9.95143e-12 1.50743e-11 8.63396e-07
1.00749 7.21116e-07 8.85873e-08 2.65638e-09 4.11936e-09 1.75089e-08 5.64733e-10 8.89408e-10 2.11106e-12 4.99734e-12 3.59674e-09 1.06246e-10 1.67793e-10 3.53623e-13 8.3543e-13 4.6684e-10 9.56763e-12 1.44761e-11 8.39812e-07
1.01189 7.0155e-07 8.61436e-08 2.56031e-09 3.96735e-09 1.70253e-08 5.4413e-10 8.56288e-10 2.01726e-12 4.77932e-12 3.49734e-09 1.02248e-10 1.61318e-10 3.75827e-13 8.62115e-13 4.54587e-10 9.20744e-12 1.39038e-11 8.16894e-07
1.0163 6.82444e-07 8.37816e-08 2.46793e-09 3.82086e-09 1.65582e-08 5.24202e-10 8.24153e-10 1.94469e-12 4.60632e-12 3.4041e-09 9.83903e-11 1.54977e-10 3.14651e-13 7.43792e-13 4.41961e-10 8.90358e-12 1.34426e-11 7.94551e-07
1.02073 6.63846e-07 8.14827e-08 2.37872e-09 3.6795e-09 1.61042e-08 5.04878e-10 7.92942e-10 1.86383e-12 4.41906e-12 3.31122e-09 9.50443e-11 1.49618e-10 2.73274e-13 6.73961e-13 4.30107e-10 8.57574e-12 1.29329e-11 7.72803e-07
1.02519 6.45741e-07 7.92462e-08 2.29261e-09 3.54309e-09 1.56624e-08 4.86284e-10 7.62916e-10 1.78636e-12 4.23971e-12 3.22096e-09 9.1667e-11 1.44138e-10 3.37244e-13 7.64409e-13 4.18316e-10 8.2727e-12 1.24571e-11 7.51637e-07
1.02966 6.28173e-07 7.7054e-08 2.20949e-09 3.41205e-09 1.52314e-08 4.68265e-10 7.33892e-10 1.65895e-12 3.96616e-12 3.13065e-09 8.86286e-11 1.39346e-10 2.546e-13 6.25043e-13 4.06802e-10 7.96311e-12 1.19847e-11 7.31074e-07
1.03415 6.11019e-07 7.4935e-08 2.1295e-09 3.28561e-09 1.48155e-08 4.51097e-10 7.06227e-10 1.54227e-12 3.71494e-12 3.0438e-09 8.52031e-11 1.33775e-10 2.74184e-13 6.53263e-13 3.95703e-10 7.67553e-12 1.15318e-11 7.11025e-07
1.03866 5.94321e-07 7.28739e-08 2.05231e-09 3.16362e-09 1.441e-08 4.34756e-10 6.79987e-10 1.44098e-12 3.49618e-12 2.96115e-09 8.20643e-11 1.28699e-10 2.40701e-13 5.85165e-13 3.84835e-10 7.39403e-12 1.10993e-11 6.91516e-07
1.04319 5.78121e-07 7.0854e-08 1.97781e-09 3.04652e-09 1.4013e-08 4.19045e-10 6.54883e-10 1.31254e-12 3.22699e-12 2.8791e-09 7.90465e-11 1.23875e-10 2.17951e-13 5.43647e-13 3.74498e-10 7.13214e-12 1.06968e-11 6.72566e-07
1.04774 5.62302e-07 6.89014e-08 1.90606e-09 2.93336e-09 1.36288e-08 4.04047e-10 6.3089e-10 1.21239e-12 3.01374e-12 2.80094e-09 7.61819e-11 1.1926e-10 2.2467e-13 5.42565e-13 3.64127e-10 6.8673e-12 1.0287e-11 6.54089e-07
1.05231 5.46905e-07 6.70025e-08 1.83685e-09 2.82426e-09 1.32538e-08 3.8958e-10 6.07772e-10 1.13299e-12 2.84135e-12 2.72293e-09 7.36533e-11 1.15291e-10 1.86935e-13 4.77381e-13 3.54168e-10 6.61616e-12 9.90746e-12 6.36107e-07
1.0569 5.31921e-07 6.51537e-08 1.77012e-09 2.71918e-09 1.28889e-08 3.7572e-10 5.85696e-10 1.04588e-12 2.65599e-12 2.64698e-09 7.08131e-11 1.10726e-10 1.98793e-13 4.94252e-13 3.44406e-10 6.37815e-12 9.54214e-12 6.18607e-07
1.06151 5.17386e-07 6.3345e-08 1.70553e-09 2.61794e-09 1.25301e-08 3.62312e-10 5.64453e-10 9.69583e-13 2.49519e-12 2.57438e-09 6.81414e-11 1.06437e-10 2.22804e-13 5.17285e-13 3.34777e-10 6.12908e-12 9.16144e-12 6.01615e-07
1.06614 5.03192e-07 6.15951e-08 1.64348e-09 2.52037e-09 1.21829e-08 3.49421e-10 5.43971e-10 9.16665e-13 2.37953e-12 2.50412e-09 6.55988e-11 1.02342e-10 2.65982e-13 5.77828e-13 3.25601e-10 5.89713e-12 8.80367e-12 5.85044e-07
1.07079 4.89379e-07 5.98934e-08 1.5838e-09 2.42666e-09 1.18446e-08 3.36844e-10 5.23966e-10 8.88729e-13 2.30788e-12 2.43613e-09 6.31182e-11 9.83226e-11 1.50744e-13 3.85447e-13 3.16655e-10 5.70782e-12 8.51308e-12 5.68921e-07
1.07546 4.75937e-07 5.82369e-08 1.5261e-09 2.33609e-09 1.15162e-08 3.24514e-10 5.04263e-10 8.63743e-13 2.23783e-12 2.36983e-09 6.10506e-11 9.50322e-11 1.28354e-13 3.40458e-13 3.08195e-10 5.52936e-12 8.24289e-12 5.53232e-07
1.08015 4.62902e-07 5.66161e-08 1.4702e-09 2.24877e-09 1.11954e-08 3.12596e-10 4.85281e-10 8.15139e-13 2.12239e-12 2.3028e-09 5.90271e-11 9.1874e-11 1.26724e-13 3.37073e-13 2.99727e-10 5.33195e-12 7.94056e-12 5.38e-07
1.08486 4.50172e-07 5.50495e-08 1.41663e-09 2.16483e-09 1.08855e-08 3.01088e-10 4.66902e-10 7.84035e-13 2.04006e-12 2.23815e-09 5.68951e-11 8.84873e-11 1.62672e-13 3.91288e-13 2.91371e-10 5.11995e-12 7.61573e-12 5.23147e-07
1.08959 4.37784e-07 5.35244e-08 1.36503e-09 2.08407e-09 1.05848e-08 2.90155e-10 4.49499e-10 7.28401e-13 1.91496e-12 2.17614e-09 5.48157e-11 8.51655e-11 1.18524e-13 3.15578e-13 2.83049e-10 4.9382e-12 7.34607e-12 5.08696e-07
1.09434 4.2573e-07 5.20416e-08 1.31523e-09 2.00617e-09 1.02914e-08 2.79603e-10 4.32739e-10 6.86196e-13 1.81814e-12 2.11564e-09 5.26859e-11 8.17375e-11 1.47121e-13 3.58173e-13 2.75247e-10 4.77131e-12 7.09064e-12 4.94637e-07
1.09912 4.14001e-07 5.05986e-08 1.26712e-09 1.93096e-09 1.00063e-08 2.6952e-10 4.16752e-10 6.41721e-13 1.71706e-12 2.05753e-09 5.06829e-11 7.85326e-11 1.12836e-13 2.98247e-13 2.67967e-10 4.58813e-12 6.80211e-12 4.80959e-07
1.10391 4.0263e-07 4.91879e-08 1.22062e-09 1.85867e-09 9.72668e-09 2.59606e-10 4.01076e-10 6.06717e-13 1.63315e-12 2.00114e-09 4.89377e-11 7.57794e-11 8.91523e-14 2.50079e-13 2.6048e-10 4.40718e-12 6.52923e-12 4.67685e-07
1.10872 3.91525e-07 4.78228e-08 1.17615e-09 1.78931e-09 9.45712e-09 2.50137e-10 3.8605e-10 5.72677e-13 1.54906e-12 1.94557e-09 4.72445e-11 7.30951e-11 8.29775e-14 2.35123e-13 2.53123e-10 4.27186e-12 6.32949e-12 4.54739e-07
1.11356 3.8072e-07 4.6495e-08 1.13305e-09 1.7221e-09 9.19494e-09 2.41019e-10 3.71594e-10 5.35409e-13 1.45936e-12 1.89045e-09 4.55591e-11 7.04493e-11 1.22153e-13 3.01159e-13 2.46245e-10 4.11858e-12 6.0914e-12 4.42143e-07
1.11842 3.70207e-07 4.52037e-08 1.0916e-09 1.65752e-09 8.93964e-09 2.32292e-10 3.57822e-10 5.0348e-13 1.38166e-12 1.83758e-09 4.39514e-11 6.79337e-11 9.06005e-14 2.45648e-13 2.39246e-10 3.94924e-12 5.83696e-12 4.29891e-07
1.12329 3.60018e-07 4.39412e-08 1.05133e-09 1.59511e-09 8.68967e-09 2.23869e-10 3.44618e-10 4.67443e-13 1.29634e-12 1.78597e-09 4.21929e-11 6.51241e-11 1.08134e-13 2.66729e-13 2.3247e-10 3.82515e-12 5.65719e-12 4.18001e-07
1.12819 3.50066e-07 4.27194e-08 1.01297e-09 1.53549e-09 8.44726e-09 2.15796e-10 3.3195e-10 4.51741e-13 1.25134e-12 1.73629e-09 4.05604e-11 6.25375e-11 1.27728e-13 2.9468e-13 2.26328e-10 3.66253e-12 5.39976e-12 4.06405e-07
1.13311 3.40384e-07 4.15313e-08 9.75768e-10 1.47766e-09 8.21156e-09 2.07929e-10 3.19574e-10 4.36279e-13 1.20846e-12 1.68926e-09 3.90286e-11 6.00829e-11 7.55528e-14 2.04417e-13 2.19896e-10 3.52168e-12 5.1884e-12 3.95126e-07
1.13806 3.30964e-07 4.03757e-08 9.40004e-10 1.42215e-09 7.98191e-09 2.00265e-10 3.0751e-10 4.24953e-13 1.17616e-12 1.64262e-09 3.75959e-11 5.78048e-11 7.15548e-14 1.97609e-13 2.14084e-10 3.40716e-12 5.01059e-12 3.84154e-07
1.14302 3.21836e-07 3.92465e-08 9.05332e-10 1.36864e-09 7.75793e-09 1.92712e-10 2.95617e-10 4.05423e-13 1.12689e-12 1.59704e-09 3.63609e-11 5.58833e-11 6.57451e-14 1.81098e-13 2.08026e-10 3.28389e-12 4.83139e-12 3.7351e-07
1.148 3.12921e-07 3.81531e-08 8.72164e-10 1.31724e-09 7.54246e-09 1.85482e-10 2.84172e-10 3.83284e-13 1.0691e-12 1.55261e-09 3.50162e-11 5.37371e-11 6.79029e-14 1.81801e-13 2.02267e-10 3.1617e-12 4.63811e-12 3.63128e-07
1.15301 3.04248e-07 3.709e-08 8.40158e-10 1.2677e-09 7.33324e-09 1.78542e-10 2.73197e-10 3.60237e-13 1.00964e-12 1.50872e-09 3.38704e-11 5.19826e-11 8.28938e-14 2.04723e-13 1.96692e-10 3.05841e-12 4.48962e-12 3.53031e-07
1.15804 2.95811e-07 3.60565e-08 8.09206e-10 1.21978e-09 7.1298e-09 1.72007e-10 2.62918e-10 3.2889e-13 9.37316e-13 1.46618e-09 3.2572e-11 4.9929e-11 7.25476e-14 1.87112e-13 1.90944e-10 2.95876e-12 4.34542e-12 3.43209e-07
1.16309 2.87604e-07 3.50503e-08 7.79598e-10 1.17405e-09 6.9318e-09 1.65717e-10 2.5305e-10 3.01854e-13 8.72674e-13 1.42488e-09 3.13522e-11 4.8021e-11 8.11715e-14 2.00493e-13 1.85706e-10 2.82928e-12 4.14684e-12 3.33657e-07
1.16816 2.79652e-07 3.40679e-08 7.50754e-10 1.12975e-09 6.73844e-09 1.59699e-10 2.43689e-10 2.66967e-13 7.94762e-13 1.38591e-09 3.00408e-11 4.59175e-11 5.89911e-14 1.57428e-13 1.80643e-10 2.71107e-12 3.9611e-12 3.24393e-07
1.17326 2.71885e-07 3.31176e-08 7.23049e-10 1.08696e-09 6.55017e-09 1.53953e-10 2.34725e-10 2.51023e-13 7.56169e-13 1.34762e-09 2.9014e-11 4.43321e-11 4.22964e-14 1.28757e-13 1.7576e-10 2.61401e-12 3.81633e-12 3.15356e-07
1.17838 2.64331e-07 3.21922e-08 6.96546e-10 1.04613e-09 6.3673e-09 1.48348e-10 2.25964e-10 2.36061e-13 7.16996e-13 1.31038e-09 2.79337e-11 4.26208e-11 4.66406e-14 1.3204e-13 1.70866e-10 2.52738e-12 3.68667e-12 3.06567e-07
1.18351 2.56983e-07 3.12929e-08 6.7088e-10 1.00659e-09 6.18947e-09 1.42887e-10 2.17406e-10 2.24618e-13 6.85063e-13 1.27366e-09 2.69927e-11 4.11651e-11 4.55599e-14 1.28629e-13 1.66184e-10 2.43801e-12 3.55426e-12 2.98018e-07
1.18868 2.49835e-07 3.0419e-08 6.46057e-10 9.68332e-10 6.01702e-09 1.37724e-10 2.09339e-10 2.06648e-13 6.41087e-13 1.23857e-09 2.59559e-11 3.95089e-11 3.43413e-14 1.06362e-13 1.61525e-10 2.35741e-12 3.43255e-12 2.89705e-07
